ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1809,18-24,Female,Masters degree,UK,Black,40,34,42,44,39,-1.37983,-1.54858,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
1810,18-24,Female,Left school at 17 years,USA,White,48,47,53,33,43,0.88113,1.92173,Used in Last Month,Used in Last Year,Never Used,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Decade,Used in Last Month,Used in Last Decade,Used over a Decade Ago,Used in Last Month,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Decade
1811,18-24,Male,University degree,USA,White,30,31,53,35,48,0.52975,1.92173,Used in Last Day,Never Used,Never Used,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Decade,Never Used,Used in Last Year,Used in Last Decade,Never Used,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Decade,Used in Last Year,Never Used,Never Used
1812,18-24,Male,"Some college or university, no certificate or degree",USA,White,22,34,53,43,55,-0.71126,-0.21575,Used in Last Day,Used in Last Day,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Month,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Day,Used in Last Year,Never Used,Never Used,Used in Last Year,Never Used,Never Used
1813,25-34,Female,Left school at 18 years,Other,White,49,39,49,34,32,0.88113,1.92173,Used in Last Month,Used over a Decade Ago,Never Used,Used in Last Day,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Decade,Never Used,Never Used
1814,25-34,Male,University degree,Other,Asian,29,44,47,42,38,1.29221,1.2247,Used in Last Month,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Week,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Year,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Used over a Decade Ago
1815,35-44,Female,University degree,Canada,White,45,35,59,40,51,0.19268,1.2247,Used in Last Decade,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Day,Used in Last Week,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used in Last Month,Used in Last Decade,Never Used,Never Used
1816,18-24,Female,Masters degree,UK,White,37,42,39,53,48,-0.71126,-1.18084,Used in Last Day,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Decade,Never Used,Used in Last Year,Never Used,Used in Last Year,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Week,Never Used,Never Used
1817,45-54,Male,University degree,UK,White,20,40,47,38,41,0.52975,0.40148,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
1818,18-24,Female,"Some college or university, no certificate or degree",USA,Other,35,31,48,50,44,0.88113,0.7654,Used in Last Month,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Week,Used in Last Day,Used in Last Month,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Decade,Never Used,Used in Last Month,Never Used,Used in Last Decade
1819,25-34,Female,University degree,USA,White,37,44,50,39,41,1.86203,0.7654,Used in Last Week,Never Used,Never Used,Used in Last Decade,Used in Last Week,Used in Last Day,Used in Last Week,Used in Last Decade,Never Used,Used in Last Month,Never Used,Used in Last Year,Never Used,Used in Last Year,Never Used,Used in Last Week,Used in Last Year,Never Used,Never Used
1820,18-24,Male,Masters degree,USA,White,14,55,54,45,51,-0.21712,1.2247,Used in Last Day,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Day,Used in Last Week,Used in Last Day,Used in Last Decade,Never Used,Used in Last Week,Never Used,Never Used,Used in Last Year,Used in Last Week,Used in Last Decade,Used in Last Year,Used in Last Day,Never Used,Used in Last Decade
1821,18-24,Male,"Some college or university, no certificate or degree",USA,White,51,25,55,39,21,1.86203,-0.21575,Used in Last Decade,Never Used,Never Used,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
1822,45-54,Female,"Some college or university, no certificate or degree",USA,White,49,39,49,46,37,1.86203,-0.52593,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Month,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Year,Never Used,Never Used
1823,18-24,Male,"Some college or university, no certificate or degree",USA,White,28,42,57,36,36,-0.21712,0.40148,Used in Last Year,Used in Last Year,Never Used,Used in Last Year,Used in Last Week,Used in Last Day,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Never Used,Used in Last Year,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used,Never Used
1824,18-24,Female,"Some college or university, no certificate or degree",USA,White,48,31,53,41,24,0.88113,-0.21575,Used in Last Month,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Day,Used in Last Year,Used in Last Month,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Never Used
1825,25-34,Male,University degree,UK,Asian,31,29,42,41,39,0.52975,0.40148,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
1826,18-24,Male,University degree,USA,White,36,32,47,34,42,-0.21712,-0.84637,Used in Last Week,Used in Last Week,Never Used,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Decade,Never Used,Used in Last Week,Never Used,Used in Last Month,Used in Last Decade,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Year,Never Used,Never Used
1827,18-24,Female,University degree,USA,White,38,38,52,51,42,0.88113,0.07987,Used in Last Month,Never Used,Never Used,Used in Last Decade,Used in Last Week,Used in Last Day,Used in Last Week,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Used in Last Year,Never Used,Used in Last Year,Used in Last Week,Used in Last Decade,Never Used
1828,25-34,Female,University degree,USA,White,26,29,47,45,44,-0.21712,0.7654,Used in Last Month,Used over a Decade Ago,Never Used,Used in Last Decade,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Decade,Used over a Decade Ago,Never Used,Never Used,Never Used,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Used in Last Decade,Used in Last Day,Never Used,Used over a Decade Ago
1829,25-34,Female,Masters degree,USA,White,32,47,49,26,41,0.88113,1.2247,Used in Last Week,Used in Last Year,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Month,Used in Last Month,Never Used,Used in Last Week,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Week,Used in Last Decade,Never Used,Never Used
1830,25-34,Female,University degree,USA,Other,44,28,44,33,33,-1.37983,-1.18084,Used in Last Decade,Used over a Decade Ago,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Week,Used in Last Year,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Used over a Decade Ago,Used in Last Year,Never Used,Used over a Decade Ago,Never Used,Never Used
1831,25-34,Female,University degree,Australia,White,37,22,48,36,35,-0.71126,-0.52593,Used in Last Day,Used in Last Decade,Never Used,Used in Last Year,Used in Last Week,Used in Last Year,Used in Last Month,Used in Last Year,Never Used,Used in Last Week,Used in Last Decade,Used in Last Week,Used in Last Month,Used in Last Decade,Used in Last Week,Used in Last Year,Used in Last Month,Never Used,Never Used
1832,18-24,Male,Left school at 18 years,Other,White,38,40,49,37,27,0.19268,1.2247,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Day,Used in Last Month,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Decade,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Year,Never Used,Used over a Decade Ago
1833,18-24,Male,University degree,USA,Other,14,52,52,45,55,-0.71126,0.07987,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
1834,35-44,Female,University degree,USA,White,32,32,48,41,50,-0.21712,-0.21575,Used in Last Day,Used over a Decade Ago,Never Used,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Week,Used over a Decade Ago,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Year,Used over a Decade Ago,Never Used,Used in Last Decade,Used over a Decade Ago,Never Used,Used over a Decade Ago
1835,25-34,Male,"Some college or university, no certificate or degree",USA,White,29,44,43,40,44,0.88113,0.40148,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Week,Used over a Decade Ago,Used in Last Decade,Used in Last Decade,Never Used,Never Used,Used over a Decade Ago,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Used over a Decade Ago,Never Used,Used over a Decade Ago
1836,45-54,Male,University degree,USA,White,42,34,46,40,30,1.29221,0.7654,Used in Last Year,Used in Last Decade,Used in Last Decade,Used in Last Week,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Decade,Used over a Decade Ago,Never Used,Used in Last Decade,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Year,Never Used,Never Used
1837,35-44,Female,Professional certificate/ diploma,USA,White,54,26,52,45,28,0.88113,-1.18084,Used in Last Decade,Used in Last Day,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Day,Used in Last Day,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Never Used
1838,35-44,Female,"Some college or university, no certificate or degree",USA,White,39,29,49,48,40,-0.21712,0.7654,Used in Last Year,Used in Last Day,Never Used,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Week,Used over a Decade Ago,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Year,Used over a Decade Ago,Used in Last Week,Used over a Decade Ago,Used in Last Day,Never Used,Used over a Decade Ago
1839,35-44,Female,Professional certificate/ diploma,USA,White,35,34,46,47,44,-1.37983,-2.07848,Used in Last Day,Used in Last Decade,Never Used,Never Used,Used in Last Day,Used in Last Day,Never Used,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Used over a Decade Ago
1840,25-34,Female,Professional certificate/ diploma,Australia,White,22,46,57,52,44,1.29221,1.92173,Used in Last Month,Used over a Decade Ago,Never Used,Used in Last Decade,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Used in Last Year,Used in Last Year,Never Used,Used in Last Year,Used in Last Year,Never Used,Never Used
1841,55-64,Female,University degree,USA,White,40,44,49,52,41,0.88113,-0.52593,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Never Used,Never Used,Used over a Decade Ago,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Never Used,Never Used
1842,18-24,Male,"Some college or university, no certificate or degree",Other,White,37,37,55,41,33,1.29221,1.2247,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Year,Never Used,Never Used,Used in Last Week,Never Used,Never Used
1843,25-34,Male,University degree,USA,Other,47,39,54,29,48,0.52975,-0.52593,Used in Last Month,Never Used,Never Used,Used in Last Decade,Used in Last Week,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
1844,45-54,Male,Doctorate degree,UK,White,33,34,46,32,41,-0.21712,-0.52593,Used in Last Week,Used over a Decade Ago,Used over a Decade Ago,Used in Last Decade,Used in Last Day,Used in Last Decade,Used in Last Week,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Used over a Decade Ago,Used over a Decade Ago,Used in Last Decade,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Never Used,Used over a Decade Ago
1845,18-24,Male,"Some college or university, no certificate or degree",USA,White,30,43,58,51,45,0.19268,0.7654,Used in Last Day,Used in Last Year,Never Used,Used in Last Year,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Year,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Year,Used in Last Decade,Never Used,Used in Last Year,Never Used,Used in Last Decade
1846,45-54,Male,University degree,USA,White,35,44,50,48,50,-0.21712,0.07987,Used in Last Week,Used over a Decade Ago,Never Used,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used
1847,18-24,Male,"Some college or university, no certificate or degree",USA,White,24,48,52,50,49,0.88113,0.40148,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Year,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Used in Last Year,Never Used,Used in Last Year,Used in Last Month,Never Used,Never Used
1848,18-24,Female,University degree,USA,White,51,33,54,37,31,2.90161,1.92173,Used in Last Day,Used in Last Month,Never Used,Used in Last Week,Used in Last Week,Used in Last Day,Used in Last Day,Used in Last Month,Never Used,Used in Last Year,Never Used,Used in Last Year,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Year,Used in Last Day,Never Used,Never Used
